IRI,Path,Name
https://data.semanticarts.com/congr/_Directory_MarketingAndSales_36e3a9825d,C:/Users/StevenChalem/congr-test\data\congr\MarketingAndSales,MarketingAndSales
https://data.semanticarts.com/congr/_Directory_MeetingRecordings_1831def1f4,C:/Users/StevenChalem/congr-test\data\congr\MeetingRecordings,MeetingRecordings
https://data.semanticarts.com/congr/_Directory_data_f2ab1c4440,C:/Users/StevenChalem/congr-test\data,data
https://data.semanticarts.com/congr/_Directory_congr_a861a6305a,C:/Users/StevenChalem/congr-test\data\congr,congr
https://data.semanticarts.com/congr/_Directory_pictures_402e56ae41,C:/Users/StevenChalem/congr-test\pictures,pictures
